estimate,statistic,p.value,parameter,conf.low,conf.high,method,alternative
239.3073640682441,637.2032574707192,2.9398797350651166e-22,9,238.45779077841797,240.15693735807025,One Sample t-test,two.sided
240.7615501889897,801.3004239372531,3.7384155600957415e-23,9,240.0818544731054,241.441245904874,One Sample t-test,two.sided
241.72859302147302,697.3713637492613,1.3051516097980464e-22,9,240.94446551555313,242.51272052739287,One Sample t-test,two.sided
243.02341734534772,800.7560030004374,3.761352764884895e-23,9,242.33686968012194,243.70996501057348,One Sample t-test,two.sided
243.78898819030925,816.9943330656588,3.1396083723933667e-23,9,243.11396636515576,244.46401001546272,One Sample t-test,two.sided
244.8981267849863,854.0649858020083,2.1058656155156326e-23,9,244.2494664829341,245.54678708703844,One Sample t-test,two.sided
245.93250078124973,1081.4087094148103,2.5173777631809368e-24,9,245.41804406995854,246.44695749254095,One Sample t-test,two.sided
247.04355693811107,572.4385271100408,7.713692729222905e-22,9,246.06729254397243,248.01982133224968,One Sample t-test,two.sided
248.30547992245477,666.1896272700993,1.969944567686201e-22,9,247.46231756000495,249.14864228490458,One Sample t-test,two.sided
249.305352674525,757.729251639419,6.183245682455987e-23,9,248.5610658622416,250.04963948680845,One Sample t-test,two.sided
249.63975698511825,722.6364932819595,9.474606978064771e-23,9,248.8582792025359,250.42123476770064,One Sample t-test,two.sided
250.54245728563646,631.7587108498619,3.175920477609547e-22,9,249.64533247421704,251.43958209705588,One Sample t-test,two.sided
251.42995570692472,1081.5695928698353,2.5140096522412843e-24,9,250.90407731778166,251.95583409606772,One Sample t-test,two.sided
252.64515147810252,895.2249378816545,1.3786732045956093e-23,9,252.0067387006225,253.28356425558258,One Sample t-test,two.sided
254.76521411776156,615.7580912049357,4.0007140745752503e-22,9,253.82926384413943,255.7011643913837,One Sample t-test,two.sided
255.27132675349904,697.9277525319883,1.2958173564476992e-22,9,254.44392899180025,256.0987245151978,One Sample t-test,two.sided
255.28781852497696,605.6410685405992,4.643969788785212e-22,9,254.33428152550798,256.24135552444596,One Sample t-test,two.sided
256.64550868036736,829.564920117924,2.7364920311625147e-23,9,255.94565691267357,257.3453604480611,One Sample t-test,two.sided
257.64516748426956,1129.9818675188624,1.69517694650996e-24,9,257.12937702971595,258.1609579388232,One Sample t-test,two.sided
258.98450904021524,466.09994699487174,4.903269329735348e-21,9,257.72756046951406,260.2414576109164,One Sample t-test,two.sided
260.15263061573376,895.5500026156301,1.3741759346651725e-23,9,259.49548569356375,260.8097755379037,One Sample t-test,two.sided
260.32914505440573,752.1481146083197,6.608642001871684e-23,9,259.546180331458,261.11210977735345,One Sample t-test,two.sided
261.9636815897095,1065.732431138094,2.8709333859983308e-24,9,261.40762924356073,262.51973393585826,One Sample t-test,two.sided
262.83730877775207,658.2253428297605,2.1951415550611935e-22,9,261.9340021713154,263.7406153841888,One Sample t-test,two.sided
263.87506673610926,1442.8758231018471,1.8784625583932133e-25,9,263.46136039856896,264.2887730736496,One Sample t-test,two.sided
264.2568636642592,1076.1524530251822,2.630224535202452e-24,9,263.7013749365457,264.81235239197264,One Sample t-test,two.sided
266.01361848646025,467.1764272577307,4.802521083791662e-21,9,264.7255299243012,267.3017070486193,One Sample t-test,two.sided
266.79530645303794,1421.2550382190395,2.15186370408875e-25,9,266.3706585909273,267.2199543151486,One Sample t-test,two.sided
267.9087413079253,562.9319924550167,8.968441785345803e-22,9,266.8321429154927,268.985339700358,One Sample t-test,two.sided
268.8103983684235,832.8902237079217,2.6397202336627232e-23,9,268.08030051063304,269.5404962262139,One Sample t-test,two.sided
270.2673858539988,835.9678603178668,2.5535344613057066e-23,9,269.53603321258515,270.9987384954124,One Sample t-test,two.sided
270.6153118009762,898.4731031793896,1.3344591958213768e-23,9,269.9339621158413,271.29666148611113,One Sample t-test,two.sided
272.2384510734765,1238.651791452535,7.418520368900236e-25,9,271.7412603647279,272.73564178222506,One Sample t-test,two.sided
272.5934607782165,1062.9886728629413,2.938319042453545e-24,9,272.0133518216736,273.1735697347594,One Sample t-test,two.sided
273.7296886837164,1114.2168023572397,1.9236702196214826e-24,9,273.1739444384165,274.2854329290162,One Sample t-test,two.sided
275.4830328049343,643.5404627513486,2.689363435911325e-22,9,274.51466181358325,276.4514037962854,One Sample t-test,two.sided
275.56634998612606,1288.3445197259887,5.206826038414427e-25,9,275.0824930806922,276.0502068915599,One Sample t-test,two.sided
277.11368858899783,1105.0319416268633,2.0724509033527038e-24,9,276.5463975524798,277.6809796255159,One Sample t-test,two.sided
278.26182682795127,869.9949425681721,1.783196297180934e-23,9,277.53829160505217,278.98536205085037,One Sample t-test,two.sided
279.21291290588005,899.2428011374947,1.3242144710258843e-23,9,278.5105180798366,279.91530773192346,One Sample t-test,two.sided
279.95314826273056,1108.6940835599069,2.0116492205808763e-24,9,279.3819374761112,280.5243590493499,One Sample t-test,two.sided
280.8568666022562,1050.7388527094827,3.2613936927193014e-24,9,280.2522041108417,281.4615290936708,One Sample t-test,two.sided
282.114699102596,1250.6524053882733,6.801911921642874e-25,9,281.60441520232433,282.6249830028676,One Sample t-test,two.sided
282.6077172082749,897.7473466183753,1.3441997793302575e-23,9,281.8955980645616,283.31983635198816,One Sample t-test,two.sided
284.3438534677985,871.8560930110874,1.749228452467413e-23,9,283.6060820741293,285.0816248614678,One Sample t-test,two.sided
285.0022507795257,1002.6079591948679,4.973642816915922e-24,9,284.35920792603366,285.64529363301773,One Sample t-test,two.sided
285.2445020928492,910.9310270603935,1.17891395592668e-23,9,284.5361412242547,285.95286296144366,One Sample t-test,two.sided
286.40640067455337,579.1281264156603,6.947862842232321e-22,9,285.2876563739317,287.52514497517495,One Sample t-test,two.sided
288.3787268056078,1038.0185250519376,3.63923460183172e-24,9,287.75026210416206,289.0071915070536,One Sample t-test,two.sided
289.074382212747,1227.0677201449294,8.073157556176798e-25,9,288.54145996765135,289.6073044578427,One Sample t-test,two.sided
289.6407542478049,996.421540959105,5.2585590758192196e-24,9,288.9831882680196,290.2983202275902,One Sample t-test,two.sided
291.1987133628538,1302.714889198867,4.71212732943362e-25,9,290.69304841598546,291.70437830972224,One Sample t-test,two.sided
291.7657103128615,746.8253879572301,7.044829787316561e-23,9,290.8819429663222,292.64947765940076,One Sample t-test,two.sided
293.2417791157338,990.6742600275043,5.5395772925323375e-24,9,292.5721755761809,293.9113826552867,One Sample t-test,two.sided
293.6640047589707,944.1109527844206,8.543691700895515e-24,9,292.9603648638267,294.36764465411466,One Sample t-test,two.sided
295.11060248560676,734.426854331131,8.190383748213612e-23,9,294.2016126259719,296.01959234524156,One Sample t-test,two.sided
296.29496831986353,760.0655736479991,6.014279321574168e-23,9,295.4131157427644,297.1768208969627,One Sample t-test,two.sided
296.8351632625105,969.8108037593834,6.70919893804761e-24,9,296.1427727589796,297.52755376604136,One Sample t-test,two.sided
298.2126534770902,1162.2266271895671,1.3159567123287887e-24,9,297.6322125593567,298.79309439482375,One Sample t-test,two.sided
298.9794991194241,989.2057958673306,5.614028591246168e-24,9,298.29578030349273,299.6632179353554,One Sample t-test,two.sided
299.81086102701374,1398.8418686240057,2.482818974215317e-25,9,299.3260175990542,300.29570445497325,One Sample t-test,two.sided
301.0982932402773,1037.501059187066,3.6556031060728026e-24,9,300.4417814664064,301.7548050141482,One Sample t-test,two.sided
302.2878695074379,820.1005284666433,3.034193202942689e-23,9,301.45404164670987,303.1216973681659,One Sample t-test,two.sided
302.8995938176505,853.3204689407833,2.1224594502283843e-23,9,302.09660536172635,303.7025822735747,One Sample t-test,two.sided
303.8010503627865,662.2260531872059,2.0786339006835146e-22,9,302.7632692020542,304.8388315235188,One Sample t-test,two.sided
305.29812350268287,1874.101083629298,1.785373863204555e-26,9,304.9296095826477,305.6666374227181,One Sample t-test,two.sided
306.2333194844908,757.6304690525723,6.19050510860453e-23,9,305.31895829462786,307.1476806743537,One Sample t-test,two.sided
306.81118327864954,1341.4650083340678,3.619493550772459e-25,9,306.293797352391,307.32856920490815,One Sample t-test,two.sided
307.76120520788027,1053.1373400031744,3.195150445337442e-24,9,307.1001288331784,308.4222815825821,One Sample t-test,two.sided
308.6663846978397,883.9219153145232,1.5457001589003744e-23,9,307.8764372364615,309.4563321592179,One Sample t-test,two.sided
310.53126488445395,1282.6146820925037,5.419949609042058e-25,9,309.98357855672134,311.0789512121866,One Sample t-test,two.sided
311.2186994671845,713.0684962704617,1.0682136876544223e-22,9,310.23138111855644,312.2060178158125,One Sample t-test,two.sided
312.5157768717471,1088.0103433883203,2.383197896470335e-24,9,311.8660038181783,313.16554992531593,One Sample t-test,two.sided
312.94518368012655,1161.3819632214154,1.324595525965447e-24,9,312.33562436954315,313.55474299070994,One Sample t-test,two.sided
314.26752601095166,1614.422572775795,6.834546542891551e-26,9,313.82716885354506,314.70788316835825,One Sample t-test,two.sided
314.9785812377663,1305.7204879875155,4.615401476334019e-25,9,314.43288171001115,315.52428076552155,One Sample t-test,two.sided
316.139242624952,1248.961420222539,6.885244543515306e-25,9,315.56664154971764,316.71184370018636,One Sample t-test,two.sided
316.84857074518675,1232.8664813427115,7.73777154947505e-25,9,316.2671928955326,317.4299485948408,One Sample t-test,two.sided
317.9405656202723,718.4610719264699,9.981841679353757e-23,9,316.93949325050085,318.94163799004383,One Sample t-test,two.sided
319.2025632666434,990.4012737947395,5.553334298654074e-24,9,318.4734786178419,319.93164791544484,One Sample t-test,two.sided
320.0969464236299,1360.0964089997885,3.1969433584358884e-25,9,319.564550635103,320.62934221215687,One Sample t-test,two.sided
320.6974005137472,855.4591454374672,2.0751787879624336e-23,9,319.8493554311361,321.54544559635826,One Sample t-test,two.sided
322.0519693755439,959.615117226072,7.378698048718602e-24,9,321.29277732423265,322.8111614268551,One Sample t-test,two.sided
323.20540922041573,728.2042524025046,8.84222947470282e-23,9,322.201375765364,324.2094426754675,One Sample t-test,two.sided
323.4372469390111,1352.0204245683208,3.3729725917514898e-25,9,322.8960821225754,323.9784117554468,One Sample t-test,two.sided
324.6925747757678,818.9233143376675,3.0736744678665193e-23,9,323.7956585189258,325.58949103260983,One Sample t-test,two.sided
326.1427893030301,909.2253669597509,1.1989680074830805e-23,9,325.33134444708224,326.954234158978,One Sample t-test,two.sided
326.5407411119097,1619.535730449018,6.642780922031778e-26,9,326.0846310906464,326.996851133173,One Sample t-test,two.sided
328.1772757602802,1063.8436652536686,2.9171341140179723e-24,9,327.47943960326205,328.87511191729845,One Sample t-test,two.sided
329.31189653801476,658.38010713549,2.1905019327300395e-22,9,328.180399310996,330.44339376503353,One Sample t-test,two.sided
329.8188931752882,1053.6982534187498,3.1798752909161095e-24,9,329.1108136380944,330.526972712482,One Sample t-test,two.sided
331.5475493138193,1329.172817312712,3.932137731003079e-25,9,330.98327907467547,332.1118195529631,One Sample t-test,two.sided
331.98726223472977,719.0459722951316,9.909003536271817e-23,9,330.94281251641075,333.0317119530488,One Sample t-test,two.sided
333.1847574490448,1796.5425433953508,2.6117302700484e-26,9,332.7652203284965,333.6042945695931,One Sample t-test,two.sided
333.48624125771636,969.92309335777,6.70221161980427e-24,9,332.7084493951222,334.26403312031044,One Sample t-test,two.sided
335.19536845331606,898.6764737844104,1.3317437876152651e-23,9,334.35161141081744,336.03912549581474,One Sample t-test,two.sided
336.10125573654875,1376.656906453352,2.8670213905243087e-25,9,335.5489657218575,336.65354575124,One Sample t-test,two.sided
337.24148510221306,1043.9707483449233,3.456696018052305e-24,9,336.5107239747331,337.9722462296931,One Sample t-test,two.sided
337.35505254487776,1060.560818378593,2.9994139697149743e-24,9,336.6354802815093,338.0746248082462,One Sample t-test,two.sided
339.06451638559565,1655.4277399954415,5.453470157882961e-26,9,338.60118161968524,339.52785115150607,One Sample t-test,two.sided
339.6791788560213,1048.5155004470887,3.324165139985271e-24,9,338.94632589659915,340.41203181544336,One Sample t-test,two.sided
341.4557675710728,665.8481837201316,1.979054667766757e-22,9,340.2957034163971,342.61583172574854,One Sample t-test,two.sided
341.9050816443173,1353.0837262629923,3.349192121260486e-25,9,341.33346658870283,342.4766966999317,One Sample t-test,two.sided
343.18633026277564,1195.3668024292313,1.021760069770518e-24,9,342.53687152458696,343.83578900096444,One Sample t-test,two.sided
344.11976616861523,951.899415974672,7.934757187042288e-24,9,343.30197704002154,344.9375552972089,One Sample t-test,two.sided
345.33936399533417,1172.8761353044854,1.2122434891839489e-24,9,344.6732988480069,346.00542914266146,One Sample t-test,two.sided
345.9559700248457,821.0270965901427,3.0035142448879323e-23,9,345.00276546088577,346.9091745888057,One Sample t-test,two.sided
346.8819086478634,972.156379176624,6.564909440870734e-24,9,346.07473254831706,347.6890847474097,One Sample t-test,two.sided
348.2521837972529,1056.4950699491758,3.1049115484380504e-24,9,347.5065095442959,348.9978580502099,One Sample t-test,two.sided
349.1869448864109,1063.8433035034832,2.9171430414685477e-24,9,348.44443351661704,349.92945625620484,One Sample t-test,two.sided
350.1588811955303,1190.0738560958048,1.0633942555909954e-24,9,349.4932801345906,350.8244822564699,One Sample t-test,two.sided
350.99078552858936,1224.3506353592368,8.2358393394801055e-25,9,350.3422814998993,351.6392895572794,One Sample t-test,two.sided
352.6827511182941,912.2501913146671,1.1636595801806725e-23,9,351.80818422948056,353.55731800710765,One Sample t-test,two.sided
353.4139394815426,1021.0677273447767,4.220506239048856e-24,9,352.63095726281176,354.1969217002735,One Sample t-test,two.sided
354.4441949771949,870.4589260307687,1.774660081257468e-23,9,353.5230619397797,355.36532801461016,One Sample t-test,two.sided
355.2180422378954,1190.0231283671824,1.063802291493076e-24,9,354.5427956654139,355.8932888103769,One Sample t-test,two.sided
355.66061365754376,980.2068715734504,6.0952918436967434e-24,9,354.8398071236953,356.4814201913922,One Sample t-test,two.sided
357.22152223536483,1438.252503234359,1.9335119217244375e-25,9,356.6596659386344,357.7833785320952,One Sample t-test,two.sided
357.9456823667766,1022.1815612874765,4.17929612435311e-24,9,357.1535242806546,358.7378404528986,One Sample t-test,two.sided
358.9164834383515,1238.8978115266127,7.405272451763905e-25,9,358.2611222888666,359.57184458783644,One Sample t-test,two.sided
359.7745005549076,1034.2214964451598,3.761264183719012e-24,9,358.9875642301262,360.561436879689,One Sample t-test,two.sided
360.9628402462331,1018.0832873343588,4.333169030593238e-24,9,360.1607892895722,361.76489120289403,One Sample t-test,two.sided
362.2995370277662,1152.033706861803,1.4245316682322994e-24,9,361.58811817961595,363.0109558759164,One Sample t-test,two.sided
363.2444081357164,2319.341335772357,2.6217172135417316e-27,9,362.89011964568823,363.59869662574454,One Sample t-test,two.sided
364.39183107445984,1616.4722836961441,6.75694445989886e-26,9,363.88188630210317,364.90177584681646,One Sample t-test,two.sided
364.80335152309726,1341.3134184129563,3.6231767459625932e-25,9,364.18810194508495,365.4186011011095,One Sample t-test,two.sided
365.7182099122039,1878.5651542365713,1.7475513251454998e-26,9,365.27781418451093,366.1586056398969,One Sample t-test,two.sided
366.7156664719592,766.0257619404555,5.606001409143313e-23,9,365.63271533266794,367.79861761125045,One Sample t-test,two.sided
367.83480739820055,1042.467581331123,3.501814157737532e-24,9,367.0366049800305,368.6330098163706,One Sample t-test,two.sided
368.54835286876624,1029.9962558338664,3.902428415356686e-24,9,367.73891857077,369.3577871667624,One Sample t-test,two.sided
370.0035115745381,1768.056457537224,3.0157862528524525e-26,9,369.53010695535824,370.4769161937179,One Sample t-test,two.sided
370.8061018470683,1452.433296800756,1.7700987003234425e-25,9,370.228573308477,371.38363038565956,One Sample t-test,two.sided
371.3890068322748,1496.1322005233937,1.355607480117258e-25,9,370.827465344366,371.9505483201836,One Sample t-test,two.sided
373.4618275698082,875.5297276125476,1.6842707328602776e-23,9,372.4968924892228,374.4267626503936,One Sample t-test,two.sided
374.04376245267713,969.6388301179235,6.719915843695494e-24,9,373.1711223003336,374.91640260502066,One Sample t-test,two.sided
375.14695776848214,1462.0196939356251,1.6683391672865356e-25,9,374.5664995290083,375.727416007956,One Sample t-test,two.sided
375.38292584271784,2022.994024054938,8.972542526873247e-27,9,374.96316425944576,375.8026874259899,One Sample t-test,two.sided
377.13613710123036,1103.3871822559743,2.1004206840967096e-24,9,376.36293506697314,377.9093391354875,One Sample t-test,two.sided
378.0727426891201,972.395550353731,6.550391463006801e-24,9,377.1932035318072,378.95228184643304,One Sample t-test,two.sided
378.6234642077797,1035.1319939476634,3.7315934351472406e-24,9,377.79602791311487,379.45090050244465,One Sample t-test,two.sided
380.50818884586937,1051.3658510317935,3.2439306766485145e-24,9,379.68947352992456,381.3269041618142,One Sample t-test,two.sided
381.48670044892424,4183.6426757483105,1.2968168892272614e-29,9,381.28042497589325,381.6929759219552,One Sample t-test,two.sided
382.05410799920793,738.3697364001885,7.805064763944135e-23,9,380.88360168728826,383.2246143111276,One Sample t-test,two.sided
383.3992572290733,1032.152043576009,3.829682155364982e-24,9,382.55896496656186,384.2395494915848,One Sample t-test,two.sided
383.73659148111983,1625.9274083872779,6.411422756534674e-26,9,383.2026977325005,384.27048522973917,One Sample t-test,two.sided
385.48362342727137,1480.9041865275801,1.486349332108162e-25,9,384.89477740481385,386.0724694497289,One Sample t-test,two.sided
386.1185312464096,956.6862244927703,7.584512582098943e-24,9,385.20552468397966,387.03153780883946,One Sample t-test,two.sided
387.8885738920995,1771.0230268970886,2.970625206958349e-26,9,387.39311736642406,388.3840304177749,One Sample t-test,two.sided
387.81544178767007,1103.8343031499694,2.0927759322338217e-24,9,387.0206671761362,388.610216399204,One Sample t-test,two.sided
388.65259469046055,1860.534062125158,1.906020571982763e-26,9,388.18004582999254,389.12514355092856,One Sample t-test,two.sided
389.781512163152,1299.5195701865036,4.817435906729183e-25,9,389.102994455612,390.4600298706919,One Sample t-test,two.sided
391.1844342168182,1233.1558968194174,7.721442828392952e-25,9,390.4668277307922,391.90204070284415,One Sample t-test,two.sided
392.2857924577022,1551.5704128172954,9.77058989748532e-26,9,391.71384798909065,392.85773692631375,One Sample t-test,two.sided
392.8752445877613,1134.3284071984178,1.6376049003828863e-24,9,392.0917452563592,393.6587439191634,One Sample t-test,two.sided
393.98526230931697,1182.4671359031086,1.1265687022177107e-24,9,393.231536005973,394.73898861266093,One Sample t-test,two.sided
395.3367264389288,2165.0869245532144,4.8706776167476504e-27,9,394.9236650522061,395.7497878256514,One Sample t-test,two.sided
396.5611636064032,906.9877122212032,1.2258540433278002e-23,9,395.57208330834396,397.55024390446243,One Sample t-test,two.sided
397.449988788301,1034.5923143875336,3.7491486664641484e-24,9,396.58095629454635,398.31902128205564,One Sample t-test,two.sided
397.39696358939767,2102.1700735086556,6.35121142738956e-27,9,396.9693224584602,397.8246047203351,One Sample t-test,two.sided
399.026550234587,1481.8136560783214,1.4781592100270033e-25,9,398.4173908000945,399.6357096690794,One Sample t-test,two.sided
400.13781557647224,1284.98439095544,5.330653792637702e-25,9,399.433390968684,400.8422401842605,One Sample t-test,two.sided
401.43481109936243,1837.7664547152824,2.1293802284127262e-26,9,400.94067397383435,401.9289482248906,One Sample t-test,two.sided
402.3209490356587,1025.4451545444047,4.0611000552499465e-24,9,401.43341915405415,403.20847891726334,One Sample t-test,two.sided
402.481424899128,1258.856509457338,6.413198343768258e-25,9,401.7581683314503,403.20468146680565,One Sample t-test,two.sided
404.22234699476996,965.2253180425702,7.001568199047067e-24,9,403.2749884241601,405.1697055653799,One Sample t-test,two.sided
404.63399032532186,2237.6515548990646,3.620224492621782e-27,9,404.2249249918377,405.043055658806,One Sample t-test,two.sided
406.16194688618526,1136.5451701163433,1.6090818872274547e-24,9,405.35353013200506,406.9703636403655,One Sample t-test,two.sided
407.1274696351653,1212.9404810746828,8.9599285748928e-25,9,406.3681691286877,407.88677014164284,One Sample t-test,two.sided
406.79194762489414,1329.5378398674084,3.922432378253042e-25,9,406.0998068745563,407.4840883752319,One Sample t-test,two.sided
409.07741734280035,897.8415821260853,1.3429305664861302e-23,9,408.04672615161087,410.1081085339899,One Sample t-test,two.sided
410.41877058129023,1185.7047308072881,1.0991842175587012e-24,9,409.635749532715,411.2017916298655,One Sample t-test,two.sided
410.84526174799055,1393.2709669050664,2.5736074680985713e-25,9,410.17820087200784,411.51232262397326,One Sample t-test,two.sided
412.26587523341743,1580.6499648035065,8.266907484451059e-26,9,411.67585832682636,412.85589214000845,One Sample t-test,two.sided
412.4990268297479,1702.948194855672,4.2271960354918044e-26,9,411.9510726224449,413.04698103705095,One Sample t-test,two.sided
414.38925187823514,1267.4488527200049,6.032355034745402e-25,9,413.6496452169397,415.1288585395306,One Sample t-test,two.sided
414.64307379554134,1570.6012574372212,8.755296978564488e-26,9,414.04585805096605,415.24028954011663,One Sample t-test,two.sided
415.50761883181315,1584.7264253550345,8.077477659901317e-26,9,414.9144921437622,416.1007455198641,One Sample t-test,two.sided
416.943514862039,1889.2574972275465,1.6605270801389253e-26,9,416.44427547301365,417.4427542510644,One Sample t-test,two.sided
418.3531868916421,1693.302462897563,4.448917927965172e-26,9,417.7942904871055,418.9120832961787,One Sample t-test,two.sided
418.57331067168434,943.5032287724512,8.59334707567791e-24,9,417.56973317028667,419.576888173082,One Sample t-test,two.sided
420.5302987627509,1710.3977494849562,4.064352037264173e-26,9,419.9741090531898,421.0864884723119,One Sample t-test,two.sided
421.26034526146685,1343.8890381254828,3.561158259531114e-25,9,420.551241250346,421.96944927258767,One Sample t-test,two.sided
422.63041072360494,1392.7397150905038,2.582456100824163e-25,9,421.9439533759212,423.31686807128864,One Sample t-test,two.sided
423.1528000982135,1525.7924300295497,1.1360693939248693e-25,9,422.5254289572505,423.78017123917647,One Sample t-test,two.sided
423.7119034504371,1544.374199617054,1.0188055172263501e-25,9,423.0912618225266,424.33254507834755,One Sample t-test,two.sided
425.1173114283816,1217.8794170806634,8.638163792771239e-25,9,424.32767482102145,425.90694803574166,One Sample t-test,two.sided
426.0810425251743,1376.5718602867055,2.8686159280695667e-25,9,425.3808522117677,426.781232838581,One Sample t-test,two.sided
427.07952954362656,1343.7112373047582,3.5654014204446265e-25,9,426.3605350230631,427.79852406419,One Sample t-test,two.sided
427.69976604514596,1404.318848142264,2.397017474829895e-25,9,427.01080278686163,428.3887293034303,One Sample t-test,two.sided
429.2239924518246,1217.9620692101375,8.632889503449532e-25,9,428.42678196923583,430.0212029344133,One Sample t-test,two.sided
429.92283787414715,2096.8348771963288,6.498140675082245e-27,9,429.4590183155713,430.3866574327229,One Sample t-test,two.sided
431.2411813197635,2340.3126798821527,2.417702953565659e-27,9,430.82434158052604,431.6580210590009,One Sample t-test,two.sided
431.9768708444081,1278.2522215474132,5.58871598343011e-25,9,431.2123898162735,432.7413518725427,One Sample t-test,two.sided
433.06820561889276,1435.0336359041332,1.9728966741570375e-25,9,432.38552591103786,433.75088532674766,One Sample t-test,two.sided
433.8261438249784,861.8133680498593,1.9414681272387254e-23,9,432.6874020102819,434.9648856396749,One Sample t-test,two.sided
434.54704527092684,1211.570587271443,9.05151850567075e-25,9,433.73569038879305,435.35840015306076,One Sample t-test,two.sided
436.38920194443006,1169.9233006227155,1.2400598126695424e-24,9,435.5454022197635,437.2330016690966,One Sample t-test,two.sided
437.81674831087133,1156.9560895553566,1.3709038588442656e-24,9,436.9607000112637,438.6727966104789,One Sample t-test,two.sided
437.4034392376679,1493.2113662862341,1.3796600090294797e-25,9,436.74079003378125,438.0660884415546,One Sample t-test,two.sided
439.0782253831409,1986.1134718884027,1.058839812452814e-26,9,438.5781210504137,439.5783297158681,One Sample t-test,two.sided
440.0925884264903,1335.6615053010303,3.76351960731226e-25,9,439.3472209832779,440.8379558697027,One Sample t-test,two.sided
441.2815057283714,1894.1715427909583,1.6221559565007721e-26,9,440.7544953196293,441.8085161371135,One Sample t-test,two.sided
441.8435568363092,1552.140700155148,9.73832827033031e-26,9,441.1995948766533,442.487518795965,One Sample t-test,two.sided
443.0019231359539,1160.988876616424,1.32863729580257e-24,9,442.1387452074314,443.8651010644764,One Sample t-test,two.sided
444.0228592892932,1343.9341669300582,3.5600821677411695e-25,9,443.27546442702703,444.7702541515593,One Sample t-test,two.sided
444.7530311243856,1976.9291911635082,1.1039431577995292e-26,9,444.24410988454986,445.26195236422126,One Sample t-test,two.sided
445.81018082538077,1466.5275456466943,1.622749089880787e-25,9,445.12250694104347,446.49785470971807,One Sample t-test,two.sided
446.6309444722485,1884.7741781845048,1.6964162391430085e-26,9,446.0948858813257,447.16700306317125,One Sample t-test,two.sided
448.14539678459346,1674.2482650066854,4.9259092768815754e-26,9,447.53988603657587,448.75090753261105,One Sample t-test,two.sided
449.50626446732304,1096.7609332570207,2.217429323577685e-24,9,448.57912183755434,450.4334070970917,One Sample t-test,two.sided
449.9617054836217,1013.0112903879776,4.532383790806197e-24,9,448.956895266102,450.9665157011414,One Sample t-test,two.sided
451.07739818495827,1131.4280537406726,1.675775569486985e-24,9,450.17552204364563,451.9792743262709,One Sample t-test,two.sided
451.5303805445437,1580.7198662456128,8.263617918710326e-26,9,450.8841985698742,452.1765625192132,One Sample t-test,two.sided
453.3879640231484,1770.9669103626084,2.971472482521906e-26,9,452.8088256867175,453.96710235957926,One Sample t-test,two.sided
454.16767072557565,1361.1793362595884,3.1741253477107876e-25,9,453.41288506135413,454.92245638979716,One Sample t-test,two.sided
454.9245826177841,1201.8491742071858,9.732177849300384e-25,9,454.06830969669926,455.78085553886905,One Sample t-test,two.sided
455.4415822037269,1798.048052607249,2.592114845002224e-26,9,454.86858281368035,456.0145815937734,One Sample t-test,two.sided
456.80806391101794,1684.9837176029353,4.650544694680644e-26,9,456.1947810507714,457.42134677126444,One Sample t-test,two.sided
457.8608416178611,1235.3558231532845,7.59856797981704e-25,9,457.02241663696213,458.69926659876006,One Sample t-test,two.sided
459.72001317739523,2354.7423511455017,2.287585809156465e-27,9,459.2783687146008,460.1616576401897,One Sample t-test,two.sided
460.17687839885156,2813.840182743796,4.604409768423161e-28,9,459.8069240467856,460.5468327509175,One Sample t-test,two.sided
461.0621810133959,1753.4236596646942,3.2500038027487966e-26,9,460.4673475231974,461.6570145035943,One Sample t-test,two.sided
462.1311859142994,2324.3454087472423,2.571354003905448e-27,9,461.6814191247189,462.58095270388,One Sample t-test,two.sided
463.276863855226,1395.3346521889805,2.5395525303316214e-25,9,462.5257859154036,464.0279417950483,One Sample t-test,two.sided
464.3100079871525,1924.7267190549608,1.4045746889212628e-26,9,463.7642981988857,464.8557177754194,One Sample t-test,two.sided
465.5241679572106,1292.0789944169867,5.0729392123064005e-25,9,464.7091335548633,466.3392023595578,One Sample t-test,two.sided
465.7892607268212,1541.7837303188758,1.0343153702266942e-25,9,465.105838991472,466.47268246217044,One Sample t-test,two.sided
466.81297079098124,1355.6988784699909,3.291493489168581e-25,9,466.0340335783505,467.5919080036119,One Sample t-test,two.sided
467.8636426722793,1735.8811740861247,3.557833222220205e-26,9,467.2539344121265,468.473350932432,One Sample t-test,two.sided
468.96797054055355,2607.45387990627,9.139422622723738e-28,9,468.56110648751826,469.37483459358884,One Sample t-test,two.sided
470.26788434771083,1535.0447166652743,1.0759070776121925e-25,9,469.57486228036527,470.96090641505634,One Sample t-test,two.sided
470.8835717270099,1499.0152261651974,1.3323223630802044e-25,9,470.1729634382927,471.5941800157271,One Sample t-test,two.sided
472.746959089691,2164.1360192079956,4.889972727908102e-27,9,472.25279979923795,473.24111838014414,One Sample t-test,two.sided
472.7204153776305,1594.6941590290733,7.634276969075346e-26,9,472.04983671676763,473.3909940384933,One Sample t-test,two.sided
474.2867652763556,1635.3852728593188,6.085329661399867e-26,9,473.63070506773306,474.9428254849782,One Sample t-test,two.sided
474.9952153141946,2117.86165748442,5.940034619544223e-27,9,474.48785742100046,475.5025732073887,One Sample t-test,two.sided
476.3545465038349,1413.09953810646,2.26625113082642e-25,9,475.5919754178312,477.1171175898386,One Sample t-test,two.sided
